Site,Type,Classification,Date,Time,Duration,Depth,Visibility,Weather,Current,Boats,Researcher,Parrotfish,Rabbitfish,Butterflyfish,Angelfish,Cleaner_Wrasse,Batfish,Thicklip,Red_Breast,Slingjaw,Sweetlips,Squirrel_Soldier,Triggerfish,Porcupine_Puffer,Ray,Brown_Stripe_Snapper,Russels_Snapper,lrg_Snapper,Eel,Trevally,Emperorfish,sml_Grouper,lrg_Grouper,Barracuda,total_N
No Name Pinnacle,Natural,Pinnacle,10/01/2023,10:00,8,NA,12,1,Light,0,GlobalReef,8.5,12.75,10.5,0.5,5.5,0.0,0.5,2.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.5,0.0,0.5,8.0,21.25,15.25,0.0,86.75
Sattakut,Artificial,Shipwreck,10/01/2023,10:00,8,22,18,1,None,4,GlobalReef,4.75,16.0,12.0,1.0,2.5,0.0,0.0,3.5,0.0,10.0,2.75,0.5,0.0,0.0,66.0,88.0,8.0,0.0,0.5,2.25,1.75,7.5,0.0,227.0
Sattakut,Artificial,Shipwreck,10/01/2023,10:00,8,23,7,1,None,5,GlobalReef,6.75,38.25,21.25,0.0,2.0,0.0,0.0,2.5,0.0,2.5,0.0,0.5,0.0,0.0,81.5,171.75,7.25,0.0,1.0,7.25,3.75,11.25,0.0,357.5
Sattakut,Artificial,Shipwreck,10/01/2023,10:00,8,23,7,1,Light,6,GlobalReef,6.5,19.5,13.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,63.5,102.5,0.5,0.0,0.5,4.5,0.5,6.0,0.0,225.0
Sattakut,Artificial,Shipwreck,10/01/2023,10:00,8,23,7,1,Light,6,GlobalReef,3.0,22.5,10.0,0.0,3.5,0.0,0.0,2.5,0.0,1.5,0.0,2.0,0.0,0.0,52.0,88.0,4.5,0.0,3.5,5.0,2.0,5.0,0.0,205.0
No Name Wreck,Artificial,Shipwreck,10/01/2023,8:00,8,20,12,1,None,2,GlobalReef,3.0,127.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.5,0.0,0.0,148.5
No Name Wreck,Artificial,Shipwreck,10/01/2023,10:00,8,21,12,1,Light,1,GlobalReef,4.0,8.5,5.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,717.5,749.0
Aow Mao Wreck,Artificial,Shipwreck,10/01/2023,NA,8,19,18,1,None,13,GlobalReef,6.5,132.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.5
Aow Mao Wreck,Artificial,Shipwreck,10/01/2023,NA,8,19,18,NA,None,13,GlobalReef,10.0,159.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0
Aow Mao,Natural,Fringing,10/11/2023,NA,8,12,12,1,None,13,GlobalReef,9.5,7.5,15.0,0.0,3.5,0.0,2.0,3.5,1.5,1.5,1.0,0.5,22.5,0.0,30.5,0.0,0.0,0.0,0.0,1.0,17.5,5.5,0.0,122.5
Aow Mao,Natural,Fringing,10/11/2023,NA,8,12,12,1,None,13,GlobalReef,8.5,12.5,13.0,0.5,6.5,0.0,4.0,3.5,1.5,1.0,1.0,0.5,0.0,0.0,105.5,0.0,0.0,0.0,0.0,0.5,13.5,2.5,0.0,174.5
Aow Mao,Natural,Fringing,10/15/2023,NA,8,12,18,1,NA,4,GlobalReef,7.0,10.0,14.5,0.0,6.5,0.0,2.0,3.5,3.0,0.0,1.5,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.5,13.5,3.0,0.0,76.5
Aow Mao,Natural,Fringing,10/15/2023,NA,8,12,18,1,NA,4,GlobalReef,13.5,10.5,19.0,0.0,4.5,0.0,3.5,4.5,3.0,0.0,0.5,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,8.5,3.0,6.0,123.0
Aow Mao Wreck,Artificial,Shipwreck,10/15/2023,NA,8,19,NA,1,NA,4,GlobalReef,8.75,25.0,6.25,0.25,0.25,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,46.5
Aow Mao Wreck,Artificial,Shipwreck,10/15/2023,NA,8,19,18,1,NA,4,GlobalReef,6.25,34.5,6.0,0.5,0.75,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,7.5,1.25,0.0,2.25,0.0,65.25
No Name Wreck,Artificial,Shipwreck,12/01/2023,10:00,8,21,7,1,None,1,GlobalReef,2.0,51.5,3.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.5,0.0,2.5,9.5,15.0,91.0
No Name Pinnacle,Natural,Pinnacle,12/09/2023,10:00,8,NA,7,1,Light,4,GlobalReef,4.0,13.0,12.0,1.5,7.5,0.5,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,21.0,5.5,0.0,70.5
Aow Mao,Natural,Fringing,01/01/2024,15:00,8,12,12,1,NA,0,GlobalReef,5.5,9.5,20.5,0.0,4.5,0.0,0.0,5.0,1.5,0.0,4.0,0.0,0.0,0.0,132.5,1.0,0.0,0.0,0.5,0.5,17.0,6.0,0.0,208.0
Hin Pee Wee,Natural,Pinnacle,01/01/2024,10:00,8,18,NA,1,None,5,GlobalReef,7.0,13.0,14.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,37.0,0.0,1.0,0.0,3.0,30.0,2.0,120.0,242.0
Hin Pee Wee,Natural,Pinnacle,01/01/2024,10:00,8,18,18,1,None,1,GlobalReef,5.25,26.25,10.0,2.5,2.0,1.25,0.5,2.75,0.5,2.25,0.0,1.0,0.0,0.0,1.0,19.5,1.25,0.0,7.5,102.0,20.75,2.5,106.25,315.0
No Name Pinnacle,Natural,Pinnacle,01/01/2024,10:00,8,NA,7,1,None,4,GlobalReef,3.0,16.0,10.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,68.0
No Name Wreck,Artificial,Shipwreck,01/01/2024,8:00,8,20,7,1,None,4,GlobalReef,4.0,62.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,11.0,0.0,97.0
Sattakut,Artificial,Shipwreck,01/01/2024,9:30,8,23,7,1,Light,8,GlobalReef,4.5,6.5,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,63.0,1.0,0.0,0.0,2.0,0.5,3.5,0.0,135.0
Sattakut,Artificial,Shipwreck,01/01/2024,9:30,8,23,7,1,None,0,GlobalReef,2.0,8.75,3.5,0.0,1.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,33.5,129.5,1.75,0.0,1.0,0.0,1.0,2.5,0.0,185.25
No Name AR,Artificial,Fringing,01/01/2024,8:00,8,21,7,1,None,4,GlobalReef,22.0,27.0,18.0,3.0,3.0,2.0,1.0,3.0,0.0,17.0,0.0,6.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,8.0,19.0,5.0,220.0,374.0
Aow Mao Wreck,Artificial,Shipwreck,01/01/2024,14:00,8,22,7,1,None,0,GlobalReef,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,4.0,0.5,11.0
No Name Wreck,Artificial,Shipwreck,02/01/2024,8:00,8,22,7,1,None,10,GlobalReef,0.75,34.5,4.75,0.75,0.0,0.0,0.0,2.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.5,5.5,0.0,2.0,1.5,2.75,5.5,0.0,63.25
No Name Pinnacle,Natural,Pinnacle,02/01/2024,10:00,8,NA,12,1,NA,3,GlobalReef,5.0,17.0,14.0,3.5,4.5,0.0,2.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,19.0,3.5,0.0,74.5
No Name Wreck,Artificial,Shipwreck,02/01/2024,8:00,8,23,12,1,None,3,GlobalReef,0.5,32.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.5,0.0,2.0,6.0,0.0,47.5
No Name AR,Artificial,Fringing,02/12/2024,8:00,8,21,12,1,None,4,GlobalReef,17.25,15.0,12.25,0.0,2.5,0.0,0.0,0.0,0.0,6.5,0.0,2.25,0.0,0.0,7.25,11.5,0.5,0.0,5.0,2.75,11.25,3.75,130.0,227.75
Sattakut,Artificial,Shipwreck,03/01/2024,10:00,8,23,12,1,None,4,GlobalReef,5.25,17.0,9.0,0.0,2.25,1.0,0.0,1.5,0.5,0.75,0.25,0.25,0.0,0.0,38.5,195.5,5.75,0.0,0.25,0.75,4.5,2.5,0.0,285.5
No Name AR,Artificial,Fringing,03/01/2024,8:00,8,21,12,1,None,2,GlobalReef,13.5,9.0,11.5,1.5,3.0,0.0,0.25,1.5,0.25,16.0,0.0,0.75,0.0,0.0,1.25,14.25,0.5,0.0,1.75,3.0,12.5,2.5,150.0,243.0
Hin Pee Wee,Natural,Pinnacle,03/01/2024,10:00,8,23,12,1,None,4,GlobalReef,1.25,3.5,6.5,3.0,3.5,0.25,0.5,4.75,0.0,1.5,0.0,0.5,0.25,0.0,0.0,2.0,0.0,0.0,0.25,22.75,25.5,0.25,48.75,125.0
No Name Pinnacle,Natural,Pinnacle,03/04/2024,NA,8,NA,12,NA,NA,5,GlobalReef,10.5,8.5,14.0,1.0,7.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5,4.5,20.5,2.0,0.0,80.0
No Name Wreck,Artificial,Shipwreck,03/04/2024,NA,8,NA,12,1,None,5,GlobalReef,6.5,35.5,7.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,4.5,0.5,8.0,10.0,0.0,78.5
No Name Pinnacle,Natural,Pinnacle,03/11/2024,NA,8,24,12,NA,None,1,GlobalReef,8.5,15.0,9.5,0.0,3.5,0.0,4.0,5.0,0.0,0.0,6.5,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.5,9.0,1.5,0.0,80.0
No Name Wreck,Artificial,Shipwreck,03/11/2024,NA,8,NA,7,NA,NA,1,GlobalReef,2.5,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,30.0,0.0,16.5,0.0,0.0,0.5,0.0,62.5
No Name Pinnacle,Natural,Pinnacle,03/17/2024,NA,8,NA,5,NA,NA,1,GlobalReef,11.5,12.5,12.0,0.0,2.5,0.0,2.5,0.5,1.5,0.0,41.5,0.0,0.0,0.0,130.0,0.0,0.5,0.0,0.5,0.5,7.5,1.5,0.0,225.0
No Name Wreck,Artificial,Shipwreck,03/17/2024,NA,8,NA,5,NA,NA,1,GlobalReef,3.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,1.0,0.0,43.5
No Name Pinnacle,Natural,Pinnacle,03/18/2024,10:00,8,18,18,1,NA,1,GlobalReef,5.75,150.5,13.25,2.75,3.75,0.0,0.5,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,7.5,1.0,28.25,4.75,0.0,220.25
No Name Wreck,Artificial,Shipwreck,03/18/2024,8:00,8,23,18,1,None,3,GlobalReef,7.0,31.0,10.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,0.0,20.0,1.0,8.5,9.5,0.0,96.0
Hin Pee Wee,Natural,Pinnacle,04/01/2024,10:00,8,20,18,1,None,6,GlobalReef,0.5,3.5,8.5,0.0,7.75,0.0,0.25,1.5,0.0,1.75,0.0,0.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,31.25,20.25,1.75,100.0,180.5
Sattakut,Artificial,Shipwreck,04/01/2024,10:00,8,23,7,1,None,5,GlobalReef,0.0,4.5,3.5,0.0,2.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,94.0,0.5,0.0,0.0,0.5,0.0,1.5,0.0,140.0
No Name Wreck,Artificial,Shipwreck,04/01/2024,8:00,8,23,12,1,None,6,GlobalReef,3.75,3.25,7.25,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,3.25,1.25,4.75,6.25,0.0,38.75
Aow Mao,Natural,Fringing,04/15/2024,14:00,8,12,12,1,NA,0,GlobalReef,7.0,2.0,11.0,0.0,2.0,0.0,0.5,2.5,0.5,0.0,1.5,0.5,0.0,0.25,13.0,0.0,0.0,0.0,1.0,0.5,12.0,2.75,0.0,57.0
Aow Mao Wreck,Artificial,Shipwreck,04/15/2024,14:00,8,23,7,1,None,0,GlobalReef,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,NA,0.0,21.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,32.0
No Name Pinnacle,Natural,Pinnacle,04/24/2024,10:00,8,15,18,1,NA,6,GlobalReef,3.25,4.75,5.25,1.75,3.25,0.0,0.0,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.5,21.0,2.0,0.0,47.75
Aow Mao,Natural,Fringing,05/23/2024,15:00,8,12,12,1,NA,0,GlobalReef,8.5,4.5,7.5,0.0,1.0,0.0,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,8.5,2.0,0.0,88.5
Aow Mao Wreck,Artificial,Shipwreck,05/23/2024,14:00,8,23,12,1,None,0,GlobalReef,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,0.0,2.0,0.0,0.5,2.5,0.0,12.0
No Name Wreck,Artificial,Shipwreck,06/01/2024,13:00,8,23,18,1,None,1,GlobalReef,22.67,44.5,5.5,3.5,0.5,0.0,0.0,2.17,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.83,5.0,0.0,2.17,0.67,5.17,8.0,0.0,101.18
No Name Pinnacle,Natural,Pinnacle,06/01/2024,13:00,8,16,18,1,Light,1,GlobalReef,11.17,20.33,7.5,3.67,2.83,0.0,2.83,3.33,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,1.67,2.67,17.0,1.67,0.0,77.0
Sattakut,Artificial,Shipwreck,06/01/2024,9:30,8,23,15,1,Light,3,GlobalReef,4.0,22.5,14.0,1.0,2.0,0.0,0.0,4.5,0.0,6.5,8.0,0.0,0.0,0.0,87.0,168.0,3.5,1.0,5.0,6.5,11.0,2.5,0.0,347.0
Sattakut,Artificial,Shipwreck,06/01/2024,9:30,8,23,7,3,Light,2,GlobalReef,7.0,12.0,9.0,1.5,2.0,0.0,0.0,2.5,0.0,4.0,0.0,0.0,0.0,0.0,48.5,37.5,13.5,0.0,3.5,0.5,7.5,8.5,0.0,157.5
Sattakut,Artificial,Shipwreck,06/01/2024,10:00,8,23,15,3,None,6,GlobalReef,6.0,17.5,8.5,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,68.5,92.5,6.0,0.0,8.5,0.0,3.0,3.0,0.0,217.5
No Name Pinnacle,Natural,Pinnacle,06/01/2024,10:20,8,16,20,1,None,5,GlobalReef,13.0,14.0,6.5,1.0,0.5,0.0,0.0,4.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,27.0,4.0,0.0,75.5
No Name AR,Artificial,Fringing,06/01/2024,10:00,8,21,12,1,None,4,GlobalReef,7.63,35.88,7.0,1.13,1.63,0.13,0.0,3.5,0.0,0.38,0.75,1.0,0.0,0.0,1.13,8.88,0.38,0.0,1.75,9.75,13.25,1.0,1018.88,1114.05
No Name AR,Artificial,Fringing,06/01/2024,10:00,8,21,15,1,None,3,GlobalReef,9.5,14.5,6.75,0.75,3.75,0.0,0.0,1.75,0.0,3.0,0.0,0.5,0.0,0.0,1.5,10.5,1.25,0.0,1.25,3.75,11.5,2.0,165.0,237.25
No Name AR,Artificial,Fringing,06/01/2024,10:00,8,21,15,1,None,3,GlobalReef,10.75,23.25,6.0,0.0,2.0,0.0,0.0,1.75,0.25,4.25,0.0,0.25,0.0,0.0,1.5,6.75,0.25,0.0,0.5,8.75,7.0,1.75,307.5,382.5
Hin Pee Wee,Natural,Pinnacle,06/01/2024,9:30,8,17,15,1,Light,3,GlobalReef,8.75,9.75,7.75,0.5,3.75,2.25,2.25,2.75,0.0,0.0,2.0,0.5,1.25,0.0,0.25,0.0,0.25,0.0,5.5,21.25,23.5,12.25,495.0,599.5
Hin Pee Wee,Natural,Pinnacle,06/01/2024,9:30,8,18,15,2,None,2,GlobalReef,6.25,10.75,10.5,2.75,5.25,2.0,0.0,1.5,0.0,1.25,0.0,1.25,0.5,0.5,0.0,5.25,0.0,0.0,12.5,20.25,32.25,0.5,184.25,297.5
Hin Pee Wee,Natural,Pinnacle,06/01/2024,10:00,8,18,18,3,None,6,GlobalReef,3.75,3.25,11.5,1.25,4.5,0.5,0.5,2.5,0.5,1.0,5.25,0.5,0.5,0.0,0.0,98.75,0.25,0.25,1.25,29.75,22.75,0.75,498.0,687.25
Aow Mao,Natural,Fringing,06/01/2024,14:50,8,12,10,3,None,1,GlobalReef,6.0,2.5,6.92,0.0,2.0,0.0,1.17,2.75,0.75,0.0,0.58,0.08,0.0,0.83,33.75,0.0,0.08,0.0,0.67,0.25,9.5,0.83,0.0,68.66
No Name Wreck,Artificial,Shipwreck,06/05/2024,10:00,8,23,15,1,None,5,GlobalReef,20.0,17.0,4.5,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,100.0,159.5
Aow Mao,Natural,Fringing,06/05/2024,13:40,8,12,6,1,None,1,GlobalReef,1.5,5.5,3.0,0.0,2.75,0.0,0.5,1.25,0.0,0.0,0.25,0.0,0.0,0.0,40.75,0.5,0.0,0.0,0.75,0.5,7.0,0.25,0.0,64.5
Aow Mao Wreck,Artificial,Shipwreck,06/05/2024,13:10,8,23,5,1,None,0,GlobalReef,0.5,30.0,5.75,0.0,0.0,0.5,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,17.25,7.75,NA,6.75,0.25,1.0,2.0,0.0,73.5
Aow Mao,Natural,Fringing,06/11/2024,13:40,8,12,10,2,None,2,GlobalReef,4.33,4.17,6.17,0.08,0.83,0.0,1.42,3.17,0.5,0.0,0.0,0.25,0.0,0.0,15.08,0.0,0.08,0.0,0.25,0.25,9.17,0.25,0.0,46.0
Aow Mao Wreck,Artificial,Shipwreck,06/11/2024,13:30,8,23,5,2,Medium,2,GlobalReef,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,1.5,0.5,7.25,0.0,1.5,0.25,0.25,0.25,37.5,61.75
Aow Mao Wreck,Artificial,Shipwreck,06/17/2024,13:15,8,23,7,3,None,1,GlobalReef,4.63,19.13,9.88,0.13,0.0,0.5,0.0,0.0,0.0,2.63,0.0,0.25,0.0,0.0,18.13,4.25,20.25,0.0,2.88,1.0,5.13,3.38,0.0,92.17
No Name Wreck,Artificial,Shipwreck,07/01/2024,10:00,8,NA,6,NA,Light,3,GlobalReef,1.83,41.5,2.33,0.0,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.17,2.33,0.0,0.17,0.0,4.67,1.0,0.0,55.5
No Name Pinnacle,Natural,Pinnacle,07/01/2024,7:25,8,NA,15,NA,NA,2,GlobalReef,5.38,3.63,11.63,0.63,2.63,1.0,0.0,0.88,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.63,22.5,1.5,0.0,53.79
Sattakut,Artificial,Shipwreck,07/01/2024,10:00,8,NA,15,NA,None,12,GlobalReef,9.75,33.25,13.63,0.25,1.25,0.5,0.13,3.75,0.0,1.75,65.0,0.5,0.0,0.0,62.63,56.88,4.38,0.0,6.88,4.63,4.25,4.88,0.0,274.29
Sattakut,Artificial,Shipwreck,07/01/2024,9:30,8,NA,NA,NA,NA,NA,GlobalReef,4.25,14.08,6.67,0.0,0.0,0.0,0.17,5.33,0.08,0.42,0.0,0.5,0.0,0.0,63.17,90.33,8.25,0.0,15.25,0.08,4.75,NA,0.0,213.33
No Name AR,Artificial,Fringing,07/01/2024,7:30,8,NA,10,NA,NA,3,GlobalReef,10.0,4.13,9.63,1.0,1.75,0.75,0.13,1.25,0.0,3.13,0.0,1.38,0.0,0.0,0.5,13.38,0.25,0.0,1.0,1.63,8.13,1.0,103.88,162.92
No Name AR,Artificial,Fringing,07/01/2024,9:30,8,NA,15,NA,None,2,GlobalReef,15.82,26.64,12.36,1.91,2.82,2.09,0.09,2.82,0.18,1.73,0.64,1.27,0.0,0.0,1.82,22.45,0.18,0.0,2.36,7.09,12.27,3.73,684.27,802.54
No Name Wreck,Artificial,Shipwreck,07/01/2024,7:30,8,NA,20,NA,Light,4,GlobalReef,8.38,48.0,7.0,1.0,0.0,0.13,0.0,1.38,0.0,0.13,0.0,0.13,0.0,0.0,0.0,1.5,6.25,0.0,2.5,3.75,7.38,3.13,0.0,90.66
Aow Mao Wreck,Artificial,Shipwreck,07/01/2024,13:00,8,NA,10,NA,None,4,GlobalReef,1.5,17.0,3.17,0.17,0.0,2.83,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,3.5,4.67,0.0,4.17,0.5,0.67,1.83,0.0,40.18
Hin Pee Wee,Natural,Pinnacle,07/26/2024,10:00,8,15.7,12,NA,None,6,GlobalReef,3.06,8.38,6.31,0.75,2.25,0.38,0.25,3.0,0.13,0.56,0.44,0.13,0.0,0.0,0.0,38.31,0.19,0.0,5.13,15.06,24.94,0.5,44.4,154.17
Aow Mao,Natural,Fringing,07/29/2024,15:00,8,NA,10,NA,None,4,GlobalReef,3.17,8.33,10.0,2.5,1.5,0.5,0.5,2.17,0.5,0.0,0.17,0.0,0.0,0.0,82.33,0.0,0.17,0.0,0.0,0.17,12.67,2.0,0.0,126.68
Aow Mao,Natural,Fringing,08/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,5.5,7.5,12.5,1.5,5.67,0.0,2.0,3.0,2.0,0.0,12.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,79.42
Aow Mao,Natural,Fringing,08/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,7.25,5.38,11.63,0.0,2.63,0.0,1.0,3.38,1.0,0.0,0.0,0.13,0.0,0.5,56.75,0.0,0.0,0.25,0.75,0.88,16.63,6.0,0.0,114.16
No Name Wreck,Artificial,Shipwreck,08/01/2024,NA,8,NA,NA,NA,NA,NA,GlobalReef,8.88,26.63,8.25,2.75,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.63,0.0,0.0,0.0,1.0,5.0,0.0,8.5,0.13,9.13,8.0,163.75,244.28
No Name Pinnacle,Natural,Pinnacle,08/01/2024,7:30,8,19,10,3,None,2,GlobalReef,3.5,18.25,12.38,1.13,2.75,0.0,0.88,0.63,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.13,0.0,0.0,11.88,0.13,18.75,1.75,0.0,73.41
No Name Pinnacle,Natural,Pinnacle,08/01/2024,10:00,8,19,15,3,NA,4,GlobalReef,3.88,7.63,5.63,0.75,1.25,0.63,0.88,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.38,10.5,2.63,0.0,37.66
Aow Mao Wreck,Artificial,Shipwreck,08/01/2024,NA,8,24,NA,NA,NA,2,GlobalReef,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,24.0
Hin Pee Wee,Natural,Pinnacle,08/07/2024,9:30,8,NA,NA,NA,NA,4,GlobalReef,2.75,15.0,8.75,1.25,5.75,0.5,1.0,1.0,0.5,0.0,13.5,0.5,0.0,0.0,0.0,51.25,0.0,0.5,1.25,27.25,21.25,2.0,157.5,311.5
Hin Pee Wee,Natural,Pinnacle,08/11/2024,10:00,8,16.1,20,1,None,5,GlobalReef,8.25,43.25,6.5,0.0,1.75,1.0,1.25,2.75,0.0,0.5,0.0,0.25,0.0,0.0,0.0,68.5,0.5,0.0,2.25,128.0,19.0,1.75,188.75,474.25
Hin Pee Wee,Natural,Pinnacle,08/19/2024,9:17,8,15,20,1,None,6,GlobalReef,8.25,7.5,15.25,2.75,4.25,0.75,0.5,5.75,1.25,0.75,3.75,0.25,0.0,0.0,0.0,40.0,0.0,0.0,1.25,64.25,19.25,2.0,171.0,348.75
No Name AR,Artificial,Fringing,08/19/2024,7:10,8,15,20,1,None,2,GlobalReef,14.33,16.33,13.0,1.0,1.67,2.0,0.0,3.0,0.0,10.33,0.0,2.67,0.0,0.0,0.67,14.0,1.33,0.0,2.0,5.33,10.33,3.0,316.67,417.66
Sattakut,Artificial,Shipwreck,08/19/2024,NA,8,22,20,1,None,4,GlobalReef,3.75,10.0,10.25,0.75,0.25,0.0,0.0,4.25,0.0,3.25,18.25,0.0,1.0,0.0,62.75,86.5,10.25,0.0,2.25,7.75,1.5,5.0,0.0,227.75
Hin Pee Wee,Natural,Pinnacle,08/24/2024,10:00,8,15,8,1,None,4,GlobalReef,5.5,20.75,10.0,1.25,2.25,0.5,0.0,1.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,32.5,2.25,0.0,0.5,8.5,23.25,8.25,97.5,220.5
No Name AR,Artificial,Fringing,08/25/2024,10:05,8,NA,20,3,None,4,GlobalReef,12.25,20.0,10.5,0.25,1.0,1.25,0.0,3.0,0.25,8.75,0.0,1.0,0.0,0.0,0.25,9.5,0.25,0.0,1.0,5.75,13.5,2.0,300.0,390.5
Sattakut,Artificial,Shipwreck,08/26/2024,10:00,8,22,12,1,None,4,GlobalReef,6.2,69.0,6.4,2.2,0.0,0.0,0.0,5.0,0.2,4.0,44.4,0.0,0.2,0.0,64.8,37.6,14.8,0.0,0.6,0.0,1.8,3.2,0.0,260.4
Sattakut,Artificial,Shipwreck,08/30/2024,9:30,8,NA,20,1,NA,3,GlobalReef,2.75,41.5,7.75,1.75,0.0,0.0,0.0,4.25,0.0,1.5,15.0,1.25,0.0,0.0,78.5,107.25,5.75,0.0,20.5,0.0,3.0,3.0,0.0,293.75
Sattakut,Artificial,Shipwreck,08/30/2024,10:00,8,22,20,1,None,3,GlobalReef,2.75,29.75,4.0,0.0,0.5,0.0,0.0,1.5,0.25,1.75,7.5,0.5,0.0,0.0,47.5,63.0,3.75,0.0,2.0,0.75,0.0,1.5,0.0,167.0
